11107,林俊杰,m,,醉赤壁,tw,0,0,,新选歌曲,ktv_11107.ogg,ktv_11107.midi,82.065,39,9,20,44,55,86,1,284,2
11749,刘若英,f,,知不知道,tw,0,0,,,ktv_11749.ogg,ktv_11749.midi,56.255,949,1,6,20,26,50,0,222,2
17703,刘若英 黄立行,d,,分开旅行（feat.黄立行）,tw,0,0,,,ktv_17703.ogg,ktv_17703.midi,86,1359,12,32,58,72,83,0,244,2
17969,刘涛,f,,伤了心的女人怎么了,cn,0,,,,ktv_17969.ogg,ktv_17969.midi,79.995,1617,4,23,44,65,85,1,278,3
10313,蒲巴甲,m,,爱就是那样简单,cn,0,0,,,ktv_10313.ogg,ktv_10313.midi,122,1988,9,34,58,100,142,0,282,2
14457,容祖儿,f,,最后情人,hk,0,0,,,ktv_14457.ogg,ktv_14457.midi,60,0,4,15,22,29,45,1,195,2
17584,尚雯婕,f,,Love Warrior 战,cn,0,0,,,ktv_17584.ogg,ktv_17584.midi,73.95,1605,1,25,48,73,90,1,300,2
10322,孙燕姿,f,,Hey Jude,tw,0,0,,,ktv_10322.ogg,ktv_10322.midi,147.98,4498,6,40,63,81,172,1,282,2
10581,王菲,f,,天空,cn,0,0,索尼音乐,,ktv_10581.ogg,ktv_10581.midi,149.15,4820,5,38,70,86,161,1,266,2
10656,五月天,g,,突然好想你,tw,0,0,滚石唱片,,ktv_10656.ogg,ktv_10656.midi,140.32,3439,8,40,56,88,154,0,267,2
10666,五月天,g,,最重要的小事,tw,0,0,滚石唱片,,ktv_10666.ogg,ktv_10666.midi,80,0,9,21,37,69,97,0,290,2
16611,夏后,f,,浅浅的笑,cn,0,0,,,ktv_16611.ogg,ktv_16611.midi,57.515,1055,4,16,24,44,57,0,238,2
10394,萧敬腾,m,,我在哭,tw,0,0,,,ktv_10394.ogg,ktv_10394.midi,133.94,4729,3,39,61,95,132,0,241,2
10705,信乐团,g,,北京一夜,tw,0,0,爱贝克思,,ktv_10705.ogg,ktv_10705.midi,85.02,0,19,35,51,67,98,0,276,2
15681,严艺丹,f,,无?果,cn,0,0,,,ktv_15681.ogg,ktv_15681.midi,49.92,511,4,14,29,39,60,0,293,2
15577,炎亚纶,m,,比寂寞还寂寞,tw,0,0,,,ktv_15577.ogg,ktv_15577.midi,82.95,0,1,15,33,47,83,0,263,2
16151,杨宗纬,m,,空白格,tw,0,0,,,ktv_16151.ogg,ktv_16151.midi,56.73,820,8,18,32,49,63,1,283,2
16246,曾轶可,f,,baby sister,cn,0,0,,,ktv_16246.ogg,ktv_16246.midi,83.07,741,8,24,40,52,69,0,215,2
10808,曾轶可,f,,狮子座,cn,0,1,天娱传媒,,ktv_10808.ogg,ktv_10808.midi,112.27,0,7,19,34,47,59,0,127,3
10852,张韶涵,f,,亲爱的 那不是爱情,tw,0,0,福茂唱片,,ktv_10852.ogg,ktv_10852.midi,75,0,5,21,41,59,80,1,255,2
10904,张震岳,m,,分手吧,tw,0,0,滚石唱片,,ktv_10904.ogg,ktv_10904.midi,94.9,0,3,19,45,61,121,0,306,2
10969,周杰伦,m,,你听得到,tw,0,0,JVR,,ktv_10969.ogg,ktv_10969.midi,115.98,2559,9,31,53,75,111,0,233,2
11308,Beyond,g,,喜欢你,hk,0,0,,,ktv_11308.ogg,ktv_11308.midi,76.12,0,5,18,30,53,83,1,266,2
14651,Bon Jovi,m,,Always,eu,0,0,,,ktv_14651.ogg,ktv_14651.midi,71.085,473,6,26,32,44,95,0,345,2
11701,F.I.R.,g,,好朋友只是朋友,tw,0,0,,,ktv_11701.ogg,ktv_11701.midi,135.936,63,8,24,38,46,67,0,255,2
11169,groove coverage,g,,She,eu,0,0,,新选歌曲,ktv_11169.ogg,ktv_11169.midi,102.06,0,8,24,32,48,96,0,228,2
10040,Justin Bieber,m,,Baby,eu,0,0,欧美,,ktv_10040.ogg,ktv_10040.midi,130,0,8,33,57,89,118,0,216,2
15016,Kylie Minogue,f,,All the Lovers,other,0,0,,,ktv_15016.ogg,ktv_15016.midi,120.02,0,2,18,35,50,99,0,200,2
14734,Lady gaga,m,,Brown Eyes ,jp,0,0,,,ktv_14734.ogg,ktv_14734.midi,62.505,3554,5,15,24,33,61,0,241,2
11302,RTA,g,,彩虹少年,cn,0,0,,,ktv_11302.ogg,ktv_11302.midi,69.965,873,6,19,29,56,78,0,279,2
10050,S.H.E.,g,,半糖主义,tw,0,0,华研,,ktv_10050.ogg,ktv_10050.midi,102,0,6,18,32,56,92,0,221,2
10058,S.H.E.,g,,少了一个人,tw,0,0,华研,,ktv_10058.ogg,ktv_10058.midi,134,0,17,49,73,89,156,1,279,2
10059,S.H.E.,g,,十面埋伏,tw,0,0,华研,,ktv_10059.ogg,ktv_10059.midi,101.98,0,19,40,63,91,104,0,245,2
11175,S.H.E.,g,,我们怎么了,tw,0,0,,,ktv_11175.ogg,ktv_11175.midi,135.92,0,16,32,58,74,128,1,239,2
10047,S.H.E.,g,,中国话,tw,0,0,华研,,ktv_10047.ogg,ktv_10047.midi,100,7,6,26,38,54,82,0,224,2
11927,Taylor Swift,f,,You belong with me,eu,0,0,,,ktv_11927.ogg,ktv_11927.midi,130.01,800,4,28,38,62,119,0,227,2
10075,Twins,g,,变身派对,tw,0,0,华研,,ktv_10075.ogg,ktv_10075.midi,92.92,0,9,25,42,58,94,0,242,2
10076,Twins,g,,莫斯科没有眼泪,tw,0,0,华研,,ktv_10076.ogg,ktv_10076.midi,149.85,1619,11,37,59,87,131,0,211,2
14250,Twins,g,,朋友仔,tw,0,0,,,ktv_14250.ogg,ktv_14250.midi,76.03,877,3,18,31,40,53,0,182,2
11321,Twins,g,,瓶中沙,tw,0,0,,,ktv_11321.ogg,ktv_11321.midi,88.01,916,10,22,36,49,75,0,227,2
11928,Twins,g,,士多啤梨苹果橙,tw,0,0,,,ktv_11928.ogg,ktv_11928.midi,92.73,1016,4,20,28,52,84,0,233,2
11708,Twins,g,,同时重生,tw,0,0,,,ktv_11708.ogg,ktv_11708.midi,143.005,49,8,24,50,66,137,0,236,2
10077,Twins,g,,我很想爱他,tw,0,0,华研,,ktv_10077.ogg,ktv_10077.midi,122,0,9,27,67,93,137,1,268,2
14251,Twins,g,,我们的纪念册,tw,0,0,,,ktv_14251.ogg,ktv_14251.midi,80.084,2581,8,20,34,46,73,0,227,2
10078,Twins,g,,下一站天后,tw,0,0,华研,,ktv_10078.ogg,ktv_10078.midi,152.09,1535,9,35,57,83,129,0,205,2
14218,Twins,g,,夏日狂哗,tw,0,0,,,ktv_14218.ogg,ktv_14218.midi,175.9068,748,20,36,52,84,127,0,174,2
10079,Twins,g,,星光游乐园,tw,0,0,华研,,ktv_10079.ogg,ktv_10079.midi,100,0,9,32,51,75,101,0,242,2
14035,Twins,g,,眼红红,tw,0,0,,,ktv_14035.ogg,ktv_14035.midi,97.99,366,3,21,37,51,78,1,199,2
14068,Twins,g,,饮歌,tw,0,0,,,ktv_14068.ogg,ktv_14068.midi,73.935,2922,1,16,33,40,65,0,217,2
14079,Twins,g,,幼稚园,tw,0,0,,,ktv_14079.ogg,ktv_14079.midi,74.015,2466,2,18,32,41,52,0,191,2
14252,Twins,g,,着睡衣跳舞,tw,0,0,,,ktv_14252.ogg,ktv_14252.midi,135.074,1173,4,32,48,68,113,0,199,2
10080,Westlife,m,,You raise me up,eu,0,0,欧美,,ktv_10080.ogg,ktv_10080.midi,56.026,0,2,18,34,47,55,0,242,2
16227,棒棒糖,g,,说说,cn,0,0,,,ktv_16227.ogg,ktv_16227.midi,66.05,2788,9,22,32,53,69,1,273,2
14688,本兮,f,,掉念爱,cn,0,0,,,ktv_14688.ogg,ktv_14688.midi,80,0,8,24,32,48,75,0,229,2
14694,本兮,f,,那天午后,cn,0,0,,,ktv_14694.ogg,ktv_14694.midi,59.084,60,4,12,24,32,52,0,230,2
10121,蔡依林,f,,无言以对,tw,0,0,华纳,,ktv_10121.ogg,ktv_10121.midi,151.94,0,11,35,55,79,144,0,227,2
11191,蔡依林,f,,心形圈,tw,0,0,,,ktv_11191.ogg,ktv_11191.midi,82.52,0,6,24,49,67,80,0,244,2
10124,蔡依林,f,,心型圈,tw,0,0,华纳,,ktv_10124.ogg,ktv_10124.midi,110.07,0,11,35,68,92,115,1,251,2
10132,草蜢,g,,失恋阵线联盟,hk,0,0,滚石,,ktv_10132.ogg,ktv_10132.midi,130.95,0,11,27,35,75,94,0,172,2
15912,陈慧琳,f,,报喜,hk,0,0,,,ktv_15912.ogg,ktv_15912.midi,131.83,0,8,32,64,105,147,0,268,2
10021,陈慧琳,f,,不如跳舞,hk,0,0,,,ktv_10021.ogg,ktv_10021.midi,140,0,8,24,40,56,110,0,197,2
14287,陈奕迅,m,,完,hk,0,0,,,ktv_14287.ogg,ktv_14287.midi,69.95,1679,1,9,18,26,56,0,194,2
11407,陈奕迅,m,,心的距离,hk,0,0,,,ktv_11407.ogg,ktv_11407.midi,70.54,0,3,28,50,62,92,0,318,2
14803,刀郎,m,,谢谢你,cn,0,0,,,ktv_14803.ogg,ktv_14803.midi,68.125,0,4,22,52,61,100,1,354,2
11078,韩雪,f,,狂想的旅程,cn,0,0,,新选歌曲,ktv_11078.ogg,ktv_11078.midi,100.04,1199,12,28,48,56,71,0,273,2
14321,韩雪,f,,他们说,cn,0,0,,,ktv_14321.ogg,ktv_14321.midi,80.005,2638,7,15,39,55,71,0,218,2
11204,何图,m,,倾尽天下,cn,0,0,,,ktv_11204.ogg,ktv_11204.midi,65.63,0,10,18,26,34,69,0,260,2
11338,胡彦斌,m,,鸿门宴,cn,0,0,,,ktv_11338.ogg,ktv_11338.midi,153.97,0,19,43,59,92,142,0,223,2
10279,黄义达,m,,那女孩对我说,cn,0,0,橙天华音,,ktv_10279.ogg,ktv_10279.midi,161,1537,17,49,83,99,179,0,269,2
11340,黄义达,m,,显微镜下的爱情,cn,0,0,,,ktv_11340.ogg,ktv_11340.midi,101.96,0,9,23,53,97,114,0,298,2
10303,老狼,m,,同桌的你,cn,0,0,大地唱片,,ktv_10303.ogg,ktv_10303.midi,98.45,1868,8,24,40,56,108,0,209,3
10451,梅艳芳,f,,女人花,hk,0,0,东亚唱片,,ktv_10451.ogg,ktv_10451.midi,142.7,1626,20,37,77,92,172,1,291,2
10457,孟庭苇,f,,月亮船,tw,0,0,洹国际,,ktv_10457.ogg,ktv_10457.midi,92.95,0,12,41,79,94,126,1,326,2
11229,莫艳琳,f,,爱一点,cn,0,0,,,ktv_11229.ogg,ktv_11229.midi,91,2649,9,25,49,65,91,0,249,2
10473,南拳妈妈,g,,牡丹江,tw,0,0,JVR,既有曲库,ktv_10473.ogg,ktv_10473.midi,140.1,49,8,32,60,84,138,0,239,2
10474,南拳妈妈,g,,你不像她,tw,0,0,JVR,,ktv_10474.ogg,ktv_10474.midi,66.25,0,4,19,35,47,61,0,222,2
12482,潘玮柏,m,,双人舞,tw,0,0,环球唱片,新选歌曲,ktv_12482.ogg,ktv_12482.midi,74,0,8,21,35,52,61,0,198,2
10482,潘玮柏,m,,双人舞,tw,0,0,环球唱片,,ktv_10482.ogg,ktv_10482.midi,74,0,8,21,35,52,61,0,198,2
10489,彭佳慧,f,,相见恨晚,tw,0,1,BMG,,ktv_10489.ogg,ktv_10489.midi,113.98,2126,16,32,56,72,119,1,225,2
14359,朴宰范,m,,Count On Me,kr,0,0,,,ktv_14359.ogg,ktv_14359.midi,89.44,2901,2,14,26,38,71,0,196,2
10502,任贤齐,m,,对面的女孩看过来,tw,0,0,滚石唱片,,ktv_10502.ogg,ktv_10502.midi,130.14,3706,4,33,50,70,103,0,193,2
10509,任贤齐,m,,你是我老婆,tw,0,0,滚石唱片,,ktv_10509.ogg,ktv_10509.midi,93.59,0,10,22,34,46,103,0,266,2
11359,苏打绿,g,,当我们一起走过,cn,0,0,,,ktv_11359.ogg,ktv_11359.midi,77,0,8,24,45,61,85,0,284,2
11313,苏打绿,g,,浪漫派,cn,0,0,,,ktv_11313.ogg,ktv_11313.midi,78.17,0,4,16,24,36,65,1,204,2
10524,苏打绿,g,,无与伦比的美丽,cn,0,0,环球唱片,,ktv_10524.ogg,ktv_10524.midi,124,0,18,38,50,64,156,0,309,2
10525,苏打绿,g,,小情歌,cn,0,0,环球唱片,,ktv_10525.ogg,ktv_10525.midi,65.83,0,9,12,37,45,71,0,276,2
16072,苏打绿,g,,游乐,tw,0,0,,,ktv_16072.ogg,ktv_16072.midi,160.1,0,12,24,49,59,119,0,177,2
10528,苏永康,m,,男人不该让女人流泪,hk,0,0,环球唱片,,ktv_10528.ogg,ktv_10528.midi,131.57,4043,16,48,88,104,150,1,279,2
10542,孙燕姿,f,,一起走到,tw,0,0,华纳唱片,,ktv_10542.ogg,ktv_10542.midi,120,0,6,30,54,78,120,0,246,2
15947,汤非 汪莉,d,,我的北京我的家,cn,0,0,,,ktv_15947.ogg,ktv_15947.midi,140.05,1786,11,36,61,101,140,0,241,2
10566,屠洪刚,m,,精忠报国,cn,0,0,星之星,,ktv_10566.ogg,ktv_10566.midi,97.43,4854,14,31,48,65,87,0,219,2
12581,王菲,f,,天空,cn,0,0,索尼音乐,既有曲库,ktv_12581.ogg,ktv_12581.midi,74,1465,3,20,36,44,77,1,265,2
12581,王菲,f,,天空,cn,0,0,索尼音乐,既有曲库,ktv_12581.ogg,ktv_12581.midi,74.02,1589,3,19,35,52,77,1,264,2
10583,王杰,m,,安妮,cn,0,0,索尼音乐,,ktv_10583.ogg,ktv_10583.midi,143.93,1576,8,39,71,102,150,0,254,2
11579,王杰,m,,封锁我一生,cn,0,0,,,ktv_11579.ogg,ktv_11579.midi,61.925,0,12,21,45,54,78,0,303,2
10592,王力宏,m,,春雨里洗过的太阳,tw,0,0,索尼音乐,,ktv_10592.ogg,ktv_10592.midi,99,2440,11,28,46,63,120,0,294,2
15204,王洋,f,,沐阳,cn,0,0,,,ktv_15204.ogg,ktv_15204.midi,80.965,1157,8,17,31,41,53,0,221,3
10644,吴宗宪,m,,留心,tw,0,0,索尼音乐,,ktv_10644.ogg,ktv_10644.midi,128.07,1773,17,45,75,103,150,0,273,2
10652,五月天,g,,你不是真正的快乐,tw,0,0,滚石唱片,,ktv_10652.ogg,ktv_10652.midi,109.98,0,19,55,71,89,205,0,301,2
11129,五月天,g,,盛夏光年,tw,0,0,,新选歌曲,ktv_11129.ogg,ktv_11129.midi,89.84,2538,12,20,36,44,84,0,290,2
12657,五月天,g,,忘词,tw,0,0,滚石唱片,新选歌曲,ktv_12657.ogg,ktv_12657.midi,70,0,9,30,47,58,74,0,253,2
10657,五月天,g,,忘词,tw,0,0,滚石唱片,,ktv_10657.ogg,ktv_10657.midi,70,0,9,30,47,58,74,0,253,2
10671,弦子,f,,无可取代,cn,0,0,喜欢音乐,,ktv_10671.ogg,ktv_10671.midi,151.99,3089,8,24,40,52,144,0,231,2
10681,萧敬腾,m,,疼爱,tw,0,0,华纳唱片,,ktv_10681.ogg,ktv_10681.midi,115.02,2125,8,24,48,64,109,0,230,2
10716,徐良,m,,考试什么的都去死吧,cn,0,0,美妙音乐,,ktv_10716.ogg,ktv_10716.midi,85,0,1,17,34,55,72,0,218,2
10730,许茹芸,f,,云且留住,tw,0,0,种子音乐,,ktv_10730.ogg,ktv_10730.midi,74,0,4,32,51,63,78,1,252,2
11608,许嵩,m,,闺蜜,cn,0,0,,,ktv_11608.ogg,ktv_11608.midi,63.772,0,11,24,37,46,64,0,241,2
10747,许嵩,m,,内线,cn,0,0,海蝶音乐,,ktv_10747.ogg,ktv_10747.midi,62,0,4,20,32,44,64,0,244,2
14492,杨丞琳,f,,少年维持的烦恼,tw,0,0,,,ktv_14492.ogg,ktv_14492.midi,70.895,3237,3,19,39,47,79,1,273,2
16122,杨幂,f,,一定要幸福,cn,0,0,,,ktv_16122.ogg,ktv_16122.midi,67.99,1786,5,21,33,45,59,1,214,2
11830,泳儿,f,,小蛮腰,hk,0,0,,,ktv_11830.ogg,ktv_11830.midi,128,1473,17,41,61,77,126,0,264,2
11834,泳儿,f,,一撇,hk,0,0,,,ktv_11834.ogg,ktv_11834.midi,80.05,336,8,19,32,43,59,0,181,2
17216,袁耀发,m,,花落随,cn,0,0,,,ktv_17216.ogg,ktv_17216.midi,72.99,67,6,23,40,48,68,0,241,2
10809,张柏芝,f,,星语心愿,hk,0,1,环球唱片,,ktv_10809.ogg,ktv_10809.midi,109.62,1184,13,29,45,59,100,1,222,2
10812,张镐哲,m,,不是我不小心,tw,0,0,环球唱片,,ktv_10812.ogg,ktv_10812.midi,127.97,889,17,49,69,101,144,0,271,2
15115,张学友 ,m,,每次都想呼喊你的名字 ,hk,0,0,,,ktv_15115.ogg,ktv_15115.midi,57.595,880,3,16,29,41,66,1,278,2
10901,张芸京,m,,偏爱,tw,0,0,百代版权,,ktv_10901.ogg,ktv_10901.midi,70,0,5,17,29,41,63,1,215,2
15777,张智成 陈佳薪,m,,陪我好不好,other,0,0,,,ktv_15777.ogg,ktv_15777.midi,102.01,138,8,24,44,60,100,0,246,2
14379,郑融,f,,第五类,cn,0,0,,,ktv_14379.ogg,ktv_14379.midi,100.02,2297,11,27,43,59,107,0,259,2
11593,郑融,f,,红绿灯,cn,0,0,,,ktv_11593.ogg,ktv_11593.midi,56.514,0,4,12,24,33,54,0,231,2
14380,郑融,f,,受够,cn,0,0,,,ktv_14380.ogg,ktv_14380.midi,61.525,2233,7,15,27,35,57,0,236,2
11922,周蕙,f,,咖啡季节,tw,0,0,,,ktv_11922.ogg,ktv_11922.midi,114.26,1425,8,24,39,48,85,0,184,2
10985,周杰伦,m,,威廉古堡,tw,0,0,JVR,,ktv_10985.ogg,ktv_10985.midi,139.87,1776,24,46,68,90,133,0,230,2
12001,5566,g,,我难过,tw,0,1,乔杰立,新选歌曲,ktv_12001.ogg,ktv_12001.midi,66,0,6,28,40,53,78,0,282,2
11051,183组合,g,,真爱,tw,0,0,,新选歌曲,ktv_11051.ogg,ktv_11051.midi,108.01,2237,8,25,54,71,91,0,221,2
15344,4 in love,g,,一千零一个愿望,tw,0,0,,,ktv_15344.ogg,ktv_15344.midi,51.415,18,1,10,24,33,52,1,258,2
10002,4_in_love,g,,爱还在,tw,0,0,BMG,,ktv_10002.ogg,ktv_10002.midi,160,0,17,50,90,158,212,0,317,3
14489,Adam Lambert,m,,Whataya Want From Me,eu,0,0,,,ktv_14489.ogg,ktv_14489.midi,93.01,12,4,20,31,43,85,0,223,2
14405,Adele,f,,Rolling in the deep,eu,0,0,,,ktv_14405.ogg,ktv_14405.midi,104.99,901,2,26,34,50,98,0,226,2
15345,Akon,m,,Right Now Na Na Na,eu,0,0,,,ktv_15345.ogg,ktv_15345.midi,69,421,4,12,20,28,67,0,239,2
16163,A-Lin,f,,1828,tw,0,0,,,ktv_16163.ogg,ktv_16163.midi,155.01,1853,9,33,69,109,141,0,227,2
15669,A-Lin,f,,Woman In Love,tw,0,0,,,ktv_15669.ogg,ktv_15669.midi,107.88,567,11,33,58,69,135,0,312,2
16164,A-Lin,f,,不是不满足,tw,0,0,,,ktv_16164.ogg,ktv_16164.midi,113.34,1039,6,35,77,103,137,0,291,2
16159,A-Lin,f,,大大的拥抱,tw,0,0,,,ktv_16159.ogg,ktv_16159.midi,77.05,0,3,16,40,56,75,0,236,2
14741,A-Lin,f,,等你,tw,0,0,,,ktv_14741.ogg,ktv_14741.midi,50.1,3361,3,16,22,29,45,0,236,3
15631,A-Lin,f,,懂得,tw,0,0,,,ktv_15631.ogg,ktv_15631.midi,54.03,3441,2,14,24,30,57,0,260,2
16166,A-Lin,f,,乖,tw,0,0,,,ktv_16166.ogg,ktv_16166.midi,149.99,548,13,30,58,86,116,0,207,2
15601,A-Lin,f,,好朋友的祝福,tw,0,0,,,ktv_15601.ogg,ktv_15601.midi,67.24,0,8,23,33,52,63,1,239,2
16162,A-Lin,f,,后来你好吗,tw,0,0,,,ktv_16162.ogg,ktv_16162.midi,62.02,628,5,19,40,54,66,0,264,2
15796,A-Lin,f,,寂寞不痛,tw,0,0,,,ktv_15796.ogg,ktv_15796.midi,56.01,1363,6,18,35,44,62,1,290,2
15884,A-Lin,f,,假娃娃,tw,0,0,,,ktv_15884.ogg,ktv_15884.midi,123.95,985,8,38,59,82,109,0,218,2
16168,A-Lin,f,,每一个我,tw,0,0,,,ktv_16168.ogg,ktv_16168.midi,99.46,1127,9,36,63,90,113,1,286,2
15151,A-Lin,f,,失恋无罪,tw,0,0,,,ktv_15151.ogg,ktv_15151.midi,62,1577,3,12,23,31,57,0,238,2
16161,A-Lin,f,,算了吧,tw,0,0,,,ktv_16161.ogg,ktv_16161.midi,128.01,0,1,18,50,79,104,0,197,2
15682,A-Lin,f,,围城,tw,0,0,,,ktv_15682.ogg,ktv_15682.midi,60.99,2061,7,23,36,46,80,0,317,2
15773,A-Lin,f,,我不想他,tw,0,0,,,ktv_15773.ogg,ktv_15773.midi,53.775,0,1,14,26,38,72,0,194,2
16160,A-Lin,f,,我很忙,tw,0,0,,,ktv_16160.ogg,ktv_16160.midi,61.05,393,4,20,37,49,66,1,260,2
16165,A-Lin,f,,我们会更好的,tw,0,0,,,ktv_16165.ogg,ktv_16165.midi,64.4,2286,8,20,39,52,72,0,278,2
16158,A-Lin,f,,无路可退,tw,0,0,,,ktv_16158.ogg,ktv_16158.midi,140.15,486,8,32,68,92,136,0,234,2
15678,A-Lin,f,,笑笑的,tw,0,0,,,ktv_15678.ogg,ktv_15678.midi,141.01,1077,2,18,38,54,105,0,189,2
15885,A-Lin,f,,新的自我,tw,0,0,,,ktv_15885.ogg,ktv_15885.midi,95.01,0,9,21,41,63,79,0,201,2
15242,A-Lin,f,,幸福了 然后呢,tw,0,0,,,ktv_15242.ogg,ktv_15242.midi,68,0,4,17,31,44,85,1,303,2
15190,A-Lin,f,,以前，以后,tw,0,0,,,ktv_15190.ogg,ktv_15190.midi,63.98,2135,8,20,31,43,67,0,255,2
15668,A-Lin,f,,最后的天堂,tw,0,0,,,ktv_15668.ogg,ktv_15668.midi,64.065,0,2,21,38,45,63,0,241,3
15687,A-Lin 宋念宇,d,,920,tw,0,0,,,ktv_15687.ogg,ktv_15687.midi,83.07,345,4,28,60,76,97,0,283,2
12003,All 4 One,g,,I Swear,eu,0,0,欧美,,ktv_12003.ogg,ktv_12003.midi,83.27,858,8,22,39,70,86,1,243,2
16940,Angel Girl,g,,花木兰,cn,0,0,,,ktv_16940.ogg,ktv_16940.midi,100.01,34,9,18,34,52,89,0,213,2
16853,Assen捷 纪川久,d,,千金埋骨,cn,0,0,,,ktv_16853.ogg,ktv_16853.midi,57.4,3525,5,14,23,32,48,1,224,2
11395,Avril Lavigne,f,,Alice,eu,0,0,,,ktv_11395.ogg,ktv_11395.midi,119.05,40,14,28,49,66,97,0,217,2
10004,Avril Lavigne,f,,Girlfriend,eu,0,0,欧美,,ktv_10004.ogg,ktv_10004.midi,164,0,4,43,75,91,132,0,193,2
10005,Avril Lavigne,f,,Innocence,eu,0,0,欧美,,ktv_10005.ogg,ktv_10005.midi,68.129,0,3,21,37,54,67,0,233,2
11161,avril lavigne,f,,my happy ending,eu,0,0,,新选歌曲,ktv_11161.ogg,ktv_11161.midi,85.04,0,6,18,30,42,80,0,244,2
17301,Avril Lavigne,f,,Skater Boy,eu,0,0,,,ktv_17301.ogg,ktv_17301.midi,149.96,831,8,24,34,51,119,0,200,2
14609,Avril Lavigne,f,,The Best Damn Thing,eu,0,0,,,ktv_14609.ogg,ktv_14609.midi,165.04,667,1,24,44,60,128,0,187,2
14702,Avril Lavigne,f,,When You're Gone,eu,0,0,,,ktv_14702.ogg,ktv_14702.midi,71,2606,4,16,28,40,65,1,233,2
17154,Babara 小5,d,,如果等待只能成为等待,cn,0,0,,,ktv_17154.ogg,ktv_17154.midi,70.99,1998,5,17,34,50,67,1,251,2
16596,Babyface,m,,I Need A Love Song,eu,0,0,,,ktv_16596.ogg,ktv_16596.midi,85,0,4,11,31,50,76,0,217,2
16597,Babyface,m,,Wonderful tonight,eu,0,0,,,ktv_16597.ogg,ktv_16597.midi,48.1,2727,3,8,12,24,38,1,214,2
12006,Backstreet Boys,g,,As long as you love me,eu,0,0,,,ktv_12006.ogg,ktv_12006.midi,98.19,0,8,24,40,64,86,0,212,2
11162,backstreet boys,g,,I want it that way,eu,0,0,,,ktv_11162.ogg,ktv_11162.midi,98.11,0,1,20,36,60,87,0,215,3
12007,Backstreet Boys,g,,Larger than life,eu,0,0,欧美,,ktv_12007.ogg,ktv_12007.midi,108.03,1455,8,30,58,80,102,0,234,2
14695,Beyoncé,f,,I Was Here,eu,0,0,,,ktv_14695.ogg,ktv_14695.midi,37,4916,1,10,18,26,34,1,231,2
11500,Beyoncé,f,,If I Were A Boy,eu,0,0,,,ktv_11500.ogg,ktv_11500.midi,89.967,0,3,19,39,51,93,0,254,2
10008,Beyond,g,,不再犹豫,hk,0,1,滚石,,ktv_10008.ogg,ktv_10008.midi,133.8,1790,17,41,65,97,130,0,256,2
12009,Beyond,g,,长城,hk,0,0,滚石,新选歌曲,ktv_12009.ogg,ktv_12009.midi,78.5,1538,18,37,50,77,86,0,291,2
11163,Beyond,g,,光辉岁月,hk,0,1,,,ktv_11163.ogg,ktv_11163.midi,74.928,84,8,20,31,43,81,0,273,2
11851,Beyond,g,,海阔天空,hk,0,1,,,ktv_11851.ogg,ktv_11851.midi,74.35,865,7,22,33,60,82,0,349,2
10010,Beyond,g,,灰色轨迹,hk,0,0,滚石,,ktv_10010.ogg,ktv_10010.midi,72,11,6,26,46,58,73,0,324,2
12011,Beyond,g,,冷雨夜,hk,0,0,滚石,新选歌曲,ktv_12011.ogg,ktv_12011.midi,86.88,190,9,26,39,47,95,0,265,2
